Pred	Exac
81.99	44.74
81.94	44.74
74.76	44.74
74.74	44.74
100.11	44.74
99.98	44.74
94.37	42.53
61.99	42.53
81.85	42.53
99.99	41.78
107.12	41.78
112.84	41.70
69.22	41.70
119.51	41.65
94.66	41.65
62.25	41.65
87.52	41.28
112.87	41.23
119.31	41.23
119.14	41.23
112.93	41.22
87.41	41.21
62.39	41.14
119.60	41.14
106.84	41.04
74.83	41.00
99.99	40.32
74.62	40.22
106.65	40.22
94.01	39.62
81.36	39.61
74.93	39.61
94.42	39.57
62.06	39.57
94.34	39.57
94.27	39.57
75.19	39.57
75.03	39.57
100.16	39.51
99.99	39.49
81.61	39.49
81.48	39.49
119.06	39.48
100.35	39.44
132.26	39.44
132.12	39.44
81.85	39.44
105.94	39.37
81.68	39.32
87.47	39.30
81.69	39.29
81.14	39.25
81.70	39.02
106.72	39.02
100.29	39.01
56.79	38.93
87.57	38.83
87.59	38.79
94.24	38.79
69.35	38.79
87.60	38.79
81.63	38.66
112.92	38.61
132.20	38.61
125.39	38.56
75.76	38.38
88.05	38.37
80.84	38.36
87.41	38.27
68.76	38.27
119.37	38.26
69.14	38.25
94.14	38.25
62.14	38.25
125.65	38.24
106.84	38.19
68.63	38.16
68.76	38.16
106.98	38.13
49.66	38.12
94.43	38.11
119.19	38.10
81.44	38.04
74.90	38.04
81.86	37.96
69.29	37.96
94.02	37.95
113.12	37.94
69.26	37.90
100.45	37.82
100.56	37.81
93.92	37.78
75.07	37.76
93.92	37.71
93.50	37.65
69.11	37.64
93.87	37.64
56.30	37.61
114.72	37.58
99.86	37.55
100.19	37.51
62.22	37.51
119.57	37.48
69.02	37.47
80.96	37.46
119.36	37.39
106.74	37.36
93.88	37.36
81.61	37.29
81.38	37.29
138.35	37.28
81.77	37.27
106.74	37.27
87.61	37.26
81.63	37.26
100.39	37.25
100.69	37.22
87.60	37.21
74.86	37.15
88.37	37.07
81.63	37.06
56.10	36.98
113.33	36.97
130.30	36.95
114.09	36.82
87.70	36.81
112.78	36.79
100.68	36.71
100.13	36.71
100.75	36.69
100.06	36.68
87.43	36.68
92.13	36.65
106.73	36.59
94.04	36.48
81.63	36.48
81.75	36.42
75.00	36.42
87.89	36.32
87.87	36.32
94.07	36.31
100.46	36.27
144.76	36.25
87.56	36.24
75.80	36.23
126.00	36.19
69.17	36.18
62.33	36.15
74.80	36.08
118.86	36.08
62.03	36.05
80.39	36.03
112.94	36.03
112.88	36.03
93.48	35.95
106.16	35.94
68.53	35.92
81.29	35.92
93.44	35.90
119.35	35.90
100.55	35.90
144.65	35.89
119.01	35.87
104.88	35.86
94.32	35.84
80.07	35.82
106.63	35.82
