Pred	Exac
508.31	44.74
508.01	44.74
71.42	44.74
69.38	44.74
95.93	44.74
93.05	44.74
494.42	42.53
56.41	42.53
493.59	42.53
94.40	41.78
507.92	41.78
107.23	41.70
498.42	41.70
507.84	41.65
508.83	41.65
57.48	41.65
84.95	41.28
109.50	41.23
483.35	41.23
472.55	41.23
112.22	41.22
83.71	41.21
57.32	41.14
489.05	41.14
478.26	41.04
70.01	41.00
92.37	40.32
66.06	40.22
503.42	40.22
435.42	39.62
377.04	39.61
70.98	39.61
507.18	39.57
55.07	39.57
506.19	39.57
506.57	39.57
78.47	39.57
76.57	39.57
94.08	39.51
94.28	39.49
412.64	39.49
488.03	39.49
459.88	39.48
100.21	39.44
508.23	39.44
507.54	39.44
507.20	39.44
443.73	39.37
502.95	39.32
80.29	39.30
490.32	39.29
452.36	39.25
506.01	39.02
489.26	39.02
101.43	39.01
505.56	38.93
81.32	38.83
78.85	38.79
497.47	38.79
506.50	38.79
87.08	38.79
483.42	38.66
108.75	38.61
507.42	38.61
119.38	38.56
79.21	38.38
90.33	38.37
467.35	38.36
80.49	38.27
465.23	38.27
502.10	38.26
481.73	38.25
482.81	38.25
57.91	38.25
122.74	38.24
477.21	38.19
405.18	38.16
405.55	38.16
506.54	38.13
49.66	38.12
487.64	38.11
503.37	38.10
464.98	38.04
67.09	38.04
498.02	37.96
467.72	37.96
450.81	37.95
107.45	37.94
496.93	37.90
107.20	37.82
99.80	37.81
467.62	37.78
68.70	37.76
482.78	37.71
443.88	37.65
433.43	37.64
479.82	37.64
445.37	37.61
147.35	37.58
89.67	37.55
89.73	37.51
54.85	37.51
505.29	37.48
451.15	37.47
439.15	37.46
505.97	37.39
488.36	37.36
415.71	37.36
486.06	37.29
450.17	37.29
133.71	37.28
503.21	37.27
503.70	37.27
82.98	37.26
505.09	37.26
97.85	37.25
100.94	37.22
81.16	37.21
64.07	37.15
98.23	37.07
505.09	37.06
465.12	36.98
110.65	36.97
393.88	36.95
112.82	36.82
82.05	36.81
104.20	36.79
100.11	36.71
92.68	36.71
95.67	36.69
87.80	36.68
75.25	36.68
290.29	36.65
493.95	36.59
474.35	36.48
503.26	36.48
506.60	36.42
68.34	36.42
91.53	36.32
88.70	36.32
430.20	36.31
92.69	36.27
506.08	36.25
82.10	36.24
78.73	36.23
122.14	36.19
487.42	36.18
58.22	36.15
68.09	36.08
430.42	36.08
52.26	36.05
410.20	36.03
105.31	36.03
101.14	36.03
464.21	35.95
470.79	35.94
448.05	35.92
464.19	35.92
407.68	35.90
501.04	35.90
95.66	35.90
504.80	35.89
480.64	35.87
318.62	35.86
505.65	35.84
404.57	35.82
475.63	35.82
205.04	35.79
459.35	35.78
461.90	35.76
437.12	35.75
475.36	35.73
476.36	35.70
491.28	35.69
385.08	35.69
490.52	35.68
439.54	35.67
53.20	35.67
427.88	35.63
66.05	35.63
504.50	35.60
424.68	35.59
64.19	35.57
135.64	35.51
471.19	35.45
84.64	35.39
427.86	35.39
490.15	35.37
462.31	35.34
455.30	35.33
428.90	35.31
504.77	35.29
404.70	35.27
427.38	35.23
496.55	35.22
105.60	35.17
95.70	35.15
501.96	35.14
369.72	35.14
100.71	35.12
403.61	35.12
66.50	35.12
405.18	35.11
500.30	35.11
