Pred	Exac
72967.62	 0.00
89.21	 1.20
82165.39	 2.00
82365.98	 3.60
82363.71	 6.00
82304.44	 6.40
88.88	 8.40
72205.96	 8.40
72936.34	 9.20
81582.03	10.00
82143.42	10.80
81.95	11.20
94.83	12.00
72951.20	12.40
82203.28	13.20
52.48	13.20
82146.32	14.40
72117.05	14.80
69.07	15.20
81480.48	15.60
84.95	15.60
72972.93	15.60
84.36	16.00
81346.21	16.00
51.49	16.40
72199.36	16.40
93.85	16.80
81381.11	17.20
77.32	17.20
106.67	17.20
72424.53	17.20
72978.82	17.60
81748.17	17.60
72.72	17.60
87.22	17.60
82299.07	17.60
73.54	18.00
82335.27	18.40
73001.58	18.40
82356.71	18.80
85.08	18.80
75.95	18.80
81683.65	18.80
82.47	18.80
101.12	18.80
72116.79	18.80
82368.97	19.20
82243.22	19.20
85.51	19.60
83.81	19.60
81331.32	19.60
77.12	20.00
81394.98	20.40
72154.32	20.40
82378.09	20.40
72252.81	20.40
81336.99	20.40
85.09	20.40
82254.00	20.40
58.48	20.40
60.50	20.80
98.70	20.80
77.77	21.20
84.29	21.20
85.93	21.60
91.53	21.60
82248.92	21.60
57.17	21.60
72914.28	22.00
82426.06	22.00
70.37	22.00
76.99	22.00
81468.53	22.00
72105.08	22.00
81366.44	22.00
72168.36	22.00
82163.37	22.40
64.99	22.40
73.52	22.40
58.16	22.40
82239.08	22.40
82.78	22.40
83.93	22.40
72152.25	22.40
91.72	22.40
82299.05	22.80
72967.44	22.80
72097.59	22.80
73011.66	23.20
63.03	23.20
72077.84	23.20
81487.25	23.20
70.41	23.20
73002.01	23.60
65.68	23.60
90.49	23.60
81.56	23.60
63.40	23.60
79.56	23.60
58.97	23.60
105.19	23.60
63.56	23.60
82268.11	24.00
82181.76	24.00
72989.16	24.00
81260.98	24.00
71932.23	24.00
88.27	24.00
78.15	24.00
72964.74	24.00
77.19	24.00
72879.42	24.40
67.05	24.40
50.55	24.40
72130.94	24.40
75.46	24.40
72248.16	24.40
65.86	24.40
81482.79	24.40
76.06	24.40
80.40	24.40
72264.92	24.40
74.99	24.40
57.83	24.40
82298.79	24.40
57.14	24.80
81426.98	24.80
72082.48	24.80
57.64	24.80
96.96	24.80
81343.99	24.80
80.16	24.80
81509.84	25.20
82257.48	25.20
73083.51	25.20
72.84	25.20
73.10	25.20
69.28	25.20
82082.78	25.20
89.29	25.60
70.08	25.60
82275.69	25.60
75.46	25.60
80.44	25.60
69.62	25.60
64.46	26.00
72.03	26.00
81477.60	26.00
72091.24	26.00
61.82	26.00
71.61	26.00
81180.76	26.40
72933.08	26.40
72949.56	26.40
72802.14	26.40
81603.59	26.40
72787.53	26.40
46.24	26.40
82062.59	26.40
82.45	26.40
73054.15	26.80
66.41	26.80
95.15	26.80
91.24	26.80
67.44	26.80
72184.68	26.80
72745.41	26.80
58.15	26.80
66.63	26.80
81711.64	26.80
82310.57	27.20
82297.13	27.20
82413.54	27.20
81750.05	27.20
71961.85	27.20
72091.57	27.20
61.98	27.20
73.71	27.60
74.13	27.60
72784.27	27.60
87.33	27.60
67.57	27.60
81503.77	27.60
67.37	27.60
81569.41	27.60
61.17	27.60
72092.71	27.60
82061.36	28.00
82169.57	28.00
76.83	28.00
74.43	28.00
60.84	28.00
71.52	28.40
81391.85	28.40
57.42	28.40
91.08	28.40
82411.61	28.40
72340.46	28.40
87.63	28.40
82395.39	28.40
60.64	28.40
72991.95	28.80
72946.29	28.80
78.02	28.80
72974.88	28.80
70.31	28.80
78.06	28.80
91.39	28.80
74.30	28.80
74.96	28.80
73061.91	28.80
57.11	28.80
95.24	29.20
72982.32	29.20
82133.02	29.20
82110.09	29.20
89.00	29.20
81446.57	29.20
72066.79	29.20
81414.35	29.20
88.12	29.20
72871.42	29.20
88.14	29.20
55.39	29.60
82334.69	29.60
72186.88	29.60
70.00	29.60
82.15	29.60
76.90	29.60
72.69	29.60
69.10	29.60
82215.78	29.60
82.99	29.60
77.05	30.00
54.22	30.00
63.20	30.00
85.15	30.00
80.11	30.00
78.04	30.00
72042.76	30.00
74.94	30.00
77.42	30.40
84.69	30.40
82185.91	30.40
90.41	30.40
91.28	30.40
72111.48	30.40
72095.43	30.40
83.44	30.40
72118.31	30.40
84.92	30.40
81362.15	30.80
81202.07	30.80
80.03	30.80
71760.05	30.80
83.38	30.80
82202.46	30.80
66.92	30.80
78.91	30.80
82382.66	30.80
78.13	30.80
73070.46	30.80
80.32	30.80
93.61	30.80
79.59	30.80
73.99	31.20
73.43	31.20
