Pred	Exac
 2.91	 0.00
 3.09	 1.20
 2.89	 2.00
 1.89	 3.60
 6.57	 6.00
 5.94	 6.40
 1.88	 8.40
 6.32	 8.40
 3.63	 9.20
 4.94	10.00
 6.55	10.80
 4.80	11.20
 6.46	12.00
 3.67	12.40
 6.96	13.20
 8.53	13.20
 6.99	14.40
 5.36	14.80
 3.67	15.20
 3.62	15.60
 3.08	15.60
 5.86	15.60
 4.62	16.00
 4.51	16.00
 6.88	16.40
 1.97	16.40
 3.05	16.80
 4.14	17.20
 5.07	17.20
 5.85	17.20
 7.82	17.20
 3.22	17.60
 2.84	17.60
 9.70	17.60
 4.50	17.60
 4.53	17.60
 7.58	18.00
 6.68	18.40
 2.09	18.40
 2.24	18.80
 3.14	18.80
 7.02	18.80
 5.28	18.80
 8.59	18.80
 7.86	18.80
10.24	18.80
 4.97	19.20
 6.61	19.20
 4.10	19.60
 6.01	19.60
 5.51	19.60
 5.65	20.00
 6.22	20.40
 5.27	20.40
 5.41	20.40
 5.44	20.40
 3.81	20.40
 4.81	20.40
 6.27	20.40
 7.66	20.40
 5.61	20.80
 4.80	20.80
 3.97	21.20
 0.28	21.20
 7.75	21.60
 4.05	21.60
 4.50	21.60
 3.11	21.60
 4.55	22.00
 8.82	22.00
 6.92	22.00
 6.02	22.00
 5.95	22.00
 6.05	22.00
 2.98	22.00
 6.94	22.00
 2.41	22.40
 5.27	22.40
 6.61	22.40
 4.68	22.40
 8.34	22.40
 5.57	22.40
 0.34	22.40
 6.90	22.40
 8.90	22.40
 8.88	22.80
 8.51	22.80
 6.10	22.80
 4.46	23.20
 7.98	23.20
 6.45	23.20
 2.70	23.20
 9.04	23.20
 8.85	23.60
 5.91	23.60
 6.41	23.60
 7.50	23.60
 6.00	23.60
 7.81	23.60
 6.32	23.60
 6.81	23.60
 7.27	23.60
 2.96	24.00
 7.99	24.00
 6.59	24.00
 5.91	24.00
 7.01	24.00
 7.15	24.00
 5.39	24.00
 7.65	24.00
 4.91	24.00
 4.56	24.40
 4.26	24.40
 5.50	24.40
 9.51	24.40
 7.73	24.40
 6.91	24.40
 3.64	24.40
 1.50	24.40
 5.36	24.40
 6.08	24.40
 3.99	24.40
 8.86	24.40
 7.74	24.40
 5.13	24.40
 6.38	24.80
 4.72	24.80
 3.53	24.80
 7.34	24.80
 5.81	24.80
 4.99	24.80
11.46	24.80
 5.75	25.20
 4.32	25.20
 4.60	25.20
 5.77	25.20
 8.12	25.20
 6.31	25.20
 8.29	25.20
 6.41	25.60
 5.76	25.60
 4.92	25.60
 7.14	25.60
 2.54	25.60
 7.87	25.60
 3.25	26.00
 6.67	26.00
 5.16	26.00
 5.78	26.00
 4.78	26.00
 9.80	26.00
 7.02	26.40
 6.97	26.40
 9.25	26.40
 6.40	26.40
 5.13	26.40
 3.61	26.40
 8.84	26.40
 5.01	26.40
 7.67	26.40
 4.18	26.80
 4.44	26.80
 7.64	26.80
 7.73	26.80
 7.54	26.80
 6.46	26.80
 4.01	26.80
10.19	26.80
11.74	26.80
 2.44	26.80
 6.30	27.20
 7.67	27.20
 5.37	27.20
 3.42	27.20
 4.88	27.20
 7.68	27.20
 7.76	27.20
 7.71	27.60
 6.08	27.60
 6.34	27.60
 8.31	27.60
 7.32	27.60
 8.38	27.60
 6.38	27.60
 3.45	27.60
 6.92	27.60
 5.42	27.60
 6.16	28.00
 4.24	28.00
 7.25	28.00
 7.82	28.00
 7.47	28.00
 7.41	28.40
 5.66	28.40
 7.11	28.40
 3.96	28.40
 7.24	28.40
 4.86	28.40
 6.82	28.40
 4.38	28.40
 6.43	28.40
 4.66	28.80
 7.13	28.80
 8.52	28.80
 5.20	28.80
 7.48	28.80
 7.17	28.80
 7.64	28.80
 6.25	28.80
 4.45	28.80
 6.88	28.80
 7.68	28.80
 5.64	29.20
 5.75	29.20
 7.63	29.20
 6.40	29.20
 5.57	29.20
 4.73	29.20
 6.91	29.20
 3.10	29.20
 2.71	29.20
 6.11	29.20
 6.70	29.20
 6.84	29.60
 4.51	29.60
 5.89	29.60
 5.00	29.60
 7.22	29.60
 3.86	29.60
 6.51	29.60
 5.71	29.60
 5.88	29.60
 6.82	29.60
 4.41	30.00
 7.55	30.00
 6.78	30.00
 5.22	30.00
 4.39	30.00
 8.16	30.00
 9.70	30.00
 6.37	30.00
 3.45	30.40
 8.56	30.40
 9.12	30.40
 1.81	30.40
 6.05	30.40
 7.19	30.40
 7.17	30.40
 6.01	30.40
 8.39	30.40
 5.24	30.40
 8.74	30.80
 8.60	30.80
 6.35	30.80
 5.99	30.80
 9.04	30.80
 6.95	30.80
10.65	30.80
 6.84	30.80
 5.30	30.80
 6.00	30.80
 6.17	30.80
 6.07	30.80
 7.51	30.80
 8.01	30.80
 6.54	31.20
 7.76	31.20
 5.26	31.20
 6.09	31.20
 6.12	31.20
 5.77	31.20
 2.48	31.20
 4.00	31.20
 8.42	31.20
 7.70	31.20
 4.29	31.20
 1.36	31.20
 5.09	31.60
 6.35	31.60
 3.27	31.60
 6.38	31.60
 5.24	31.60
 7.43	31.60
 2.55	31.60
 7.30	31.60
 9.10	31.60
 7.38	31.60
10.60	32.00
 6.17	32.00
 5.93	32.00
 5.78	32.00
 4.11	32.00
10.60	32.00
 7.61	32.00
 3.81	32.00
 6.36	32.00
 6.58	32.00
 9.07	32.00
 8.03	32.00
 6.26	32.00
 7.01	32.00
 9.27	32.00
 1.07	32.00
 7.63	32.00
 6.78	32.00
 5.17	32.40
 2.14	32.40
 3.47	32.40
 8.55	32.40
 8.33	32.40
 6.91	32.40
 8.44	32.40
 9.65	32.40
 5.73	32.40
 8.27	32.40
 6.35	32.40
 7.79	32.40
 4.74	32.40
 7.51	32.40
 5.73	32.80
 3.77	32.80
 5.88	32.80
 8.95	32.80
 5.54	32.80
 8.84	32.80
 4.86	32.80
 6.60	32.80
 6.92	32.80
 9.48	32.80
 7.12	32.80
 5.76	32.80
 6.64	32.80
 7.05	32.80
 4.79	32.80
 7.68	32.80
 8.52	32.80
 3.24	33.20
 5.59	33.20
 6.87	33.20
 2.94	33.20
 2.72	33.20
 6.46	33.20
 3.42	33.20
 3.18	33.20
 5.43	33.20
 6.50	33.20
 3.42	33.20
 8.22	33.20
 2.42	33.20
 6.15	33.20
 6.25	33.20
 5.57	33.60
 3.70	33.60
 3.50	33.60
 7.50	33.60
 7.75	33.60
 7.62	33.60
 3.47	33.60
 8.69	33.60
 8.45	33.60
 5.63	34.00
 6.66	34.00
 6.28	34.00
 6.07	34.00
 9.47	34.00
 5.58	34.00
 5.95	34.00
 6.07	34.00
 8.57	34.00
 9.59	34.00
 5.12	34.00
 7.55	34.00
 6.95	34.00
 3.79	34.00
 5.49	34.00
 8.01	34.40
 7.30	34.40
 3.99	34.40
 5.84	34.40
 7.23	34.40
 4.65	34.40
 5.11	34.40
 8.96	34.40
 8.22	34.40
 8.04	34.40
 6.81	34.40
 4.31	34.40
 6.17	34.40
 3.62	34.40
 7.79	34.40
10.38	34.40
 2.60	34.40
 3.58	34.40
 8.63	34.40
 6.75	34.80
 8.91	34.80
 9.89	34.80
 8.36	34.80
 8.80	34.80
 8.75	34.80
 4.58	34.80
 9.14	34.80
 6.83	34.80
 7.08	34.80
 8.30	34.80
 5.77	34.80
 9.99	34.80
 6.85	34.80
 5.53	34.80
 4.70	34.80
 4.38	34.80
 9.55	34.80
 4.47	34.80
12.68	34.80
 5.48	34.80
 6.40	35.20
 3.44	35.20
 6.25	35.20
 3.93	35.20
 6.12	35.20
 7.67	35.20
 5.01	35.20
 9.06	35.20
 6.76	35.20
 6.03	35.20
 5.86	35.20
 4.56	35.20
 8.69	35.20
 8.94	35.20
 5.14	35.20
 8.67	35.20
 5.67	35.20
 2.87	35.60
 7.45	35.60
 4.62	35.60
 6.81	35.60
 8.79	35.60
 7.82	35.60
 7.37	35.60
 3.96	35.60
 4.03	35.60
 5.92	35.60
 7.19	35.60
 8.80	35.60
 7.28	35.60
 5.72	35.60
 6.13	35.60
 8.49	35.60
 4.17	35.60
 4.98	35.60
 8.27	35.60
 5.12	35.60
 6.79	35.60
 6.68	35.60
 7.94	36.00
 6.76	36.00
 7.89	36.00
 9.98	36.00
10.24	36.00
 4.43	36.00
 6.98	36.00
 7.48	36.00
 7.55	36.00
12.09	36.00
 4.64	36.00
 5.41	36.00
 6.40	36.00
 6.22	36.00
 7.87	36.00
 9.85	36.00
 5.10	36.00
 3.94	36.00
 8.56	36.00
 6.32	36.00
 9.05	36.00
11.88	36.00
 7.56	36.40
 9.95	36.40
 8.53	36.40
 4.42	36.40
 7.89	36.40
 7.78	36.40
 6.33	36.40
 6.09	36.40
 6.12	36.40
 4.09	36.40
 5.71	36.40
 6.48	36.40
 8.39	36.40
 6.72	36.40
 6.72	36.40
 3.83	36.40
 6.19	36.40
 1.95	36.40
 4.71	36.40
 6.44	36.40
 2.73	36.40
 7.32	36.40
 5.23	36.40
 4.73	36.40
 7.13	36.40
 9.52	36.40
 7.37	36.40
 8.84	36.40
 7.17	36.40
 6.35	36.80
 9.87	36.80
 4.17	36.80
 5.74	36.80
 7.94	36.80
 6.60	36.80
 5.96	36.80
 8.07	36.80
 6.69	36.80
 9.37	36.80
 9.49	36.80
 6.41	36.80
10.76	36.80
 8.58	36.80
 4.37	36.80
 4.89	36.80
 9.10	36.80
 7.58	36.80
 2.91	36.80
 7.45	36.80
 5.30	36.80
 8.88	36.80
 5.46	36.80
 5.76	36.80
 8.37	36.80
 3.79	36.80
 5.89	36.80
 7.43	36.80
 1.30	36.80
 9.69	36.80
 7.17	36.80
 5.22	36.80
 6.30	36.80
 6.96	36.80
 0.00	36.80
 4.76	36.80
 8.00	37.20
 3.55	37.20
 4.24	37.20
 5.61	37.20
 8.00	37.20
 8.60	37.20
 9.36	37.20
 4.78	37.20
 5.28	37.20
 6.62	37.20
 6.91	37.20
 6.83	37.20
 8.88	37.20
 9.05	37.20
 5.16	37.20
 7.18	37.20
 4.15	37.20
 7.86	37.20
 6.27	37.20
 9.09	37.20
 9.75	37.20
 3.75	37.20
10.07	37.60
 5.66	37.60
 5.48	37.60
 2.53	37.60
 8.35	37.60
 7.33	37.60
 3.68	37.60
 4.24	37.60
 9.44	37.60
10.26	37.60
 8.69	37.60
 7.12	37.60
 8.59	37.60
 9.96	37.60
 7.81	37.60
 4.64	37.60
 5.75	37.60
 5.27	37.60
 7.58	37.60
 6.10	37.60
 5.42	37.60
 8.41	37.60
 9.38	37.60
 6.45	37.60
 1.75	37.60
 5.74	38.00
 5.64	38.00
 6.43	38.00
 7.04	38.00
 5.04	38.00
 6.42	38.00
 5.00	38.00
 4.66	38.00
 4.98	38.00
 3.34	38.00
 7.32	38.00
 9.54	38.00
 7.62	38.00
 4.71	38.00
 8.58	38.00
 6.49	38.40
 6.45	38.40
 5.39	38.40
 7.71	38.40
 4.53	38.40
 6.29	38.40
 7.12	38.40
 7.75	38.40
 3.83	38.40
 7.34	38.40
 5.81	38.40
 4.61	38.40
 7.09	38.40
 3.70	38.40
 6.41	38.40
 6.52	38.40
 4.17	38.40
 9.75	38.40
 6.74	38.40
 6.23	38.40
 5.87	38.40
 3.46	38.40
 6.67	38.80
11.10	38.80
 4.01	38.80
 5.06	38.80
 6.44	38.80
 5.22	38.80
 5.50	38.80
 7.24	38.80
 5.20	38.80
 6.96	38.80
 4.05	38.80
 6.63	38.80
 2.17	38.80
 7.21	38.80
 5.26	38.80
 5.75	38.80
 6.83	38.80
 5.18	38.80
 5.12	38.80
12.80	38.80
13.27	38.80
 5.21	39.20
 6.69	39.20
 8.01	39.20
 6.34	39.20
 8.72	39.20
 6.36	39.20
 5.87	39.20
 5.48	39.20
 5.76	39.20
 5.61	39.20
 5.57	39.20
 9.24	39.20
 6.97	39.20
 7.57	39.20
10.89	39.20
 4.44	39.20
 5.83	39.20
 9.25	39.20
 5.44	39.20
 3.89	39.20
 9.59	39.20
 5.91	39.20
 9.91	39.20
 9.32	39.20
 8.84	39.20
 8.37	39.20
 6.89	39.20
 8.27	39.20
 5.52	39.20
 5.24	39.20
 4.37	39.60
 7.85	39.60
10.43	39.60
 6.70	39.60
 7.43	39.60
 2.21	39.60
 4.25	39.60
 7.35	39.60
 3.94	39.60
 4.94	39.60
10.57	39.60
 8.56	39.60
 3.71	39.60
 6.17	39.60
 2.09	39.60
 8.01	39.60
 8.36	39.60
 5.95	39.60
 5.69	39.60
 6.21	39.60
