Pred	Exac
18.25	44.74
19.38	44.74
72.06	44.74
73.33	44.74
74.61	44.74
71.81	44.74
16.12	42.53
69.50	42.53
21.36	42.53
67.70	41.78
22.08	41.78
71.44	41.70
17.71	41.70
17.48	41.65
19.28	41.65
73.83	41.65
73.06	41.28
71.20	41.23
20.79	41.23
18.76	41.23
70.42	41.22
72.82	41.21
75.69	41.14
22.18	41.14
17.75	41.04
74.71	41.00
71.19	40.32
64.59	40.22
12.98	40.22
20.28	39.62
19.87	39.61
70.12	39.61
19.75	39.57
67.49	39.57
19.51	39.57
16.00	39.57
72.51	39.57
67.68	39.57
72.14	39.51
67.38	39.49
19.30	39.49
18.31	39.49
16.13	39.48
71.61	39.44
22.46	39.44
19.09	39.44
19.49	39.44
19.70	39.37
24.57	39.32
62.72	39.30
24.42	39.29
12.35	39.25
15.52	39.02
19.40	39.02
71.01	39.01
21.75	38.93
73.83	38.83
63.84	38.79
17.34	38.79
22.68	38.79
71.19	38.79
17.41	38.66
67.92	38.61
18.62	38.61
71.62	38.56
72.89	38.38
75.66	38.37
 6.62	38.36
67.35	38.27
14.63	38.27
15.62	38.26
15.56	38.25
12.85	38.25
68.44	38.25
77.84	38.24
19.25	38.19
20.77	38.16
20.79	38.16
20.44	38.13
66.40	38.12
19.17	38.11
16.89	38.10
17.51	38.04
66.14	38.04
15.11	37.96
17.37	37.96
14.18	37.95
71.01	37.94
23.90	37.90
73.92	37.82
66.43	37.81
14.21	37.78
74.32	37.76
28.71	37.71
19.56	37.65
27.73	37.64
17.81	37.64
13.88	37.61
61.10	37.58
61.86	37.55
59.58	37.51
63.25	37.51
17.68	37.48
18.20	37.47
11.34	37.46
20.05	37.39
20.10	37.36
18.14	37.36
15.75	37.29
13.96	37.29
71.27	37.28
16.10	37.27
14.79	37.27
73.15	37.26
21.73	37.26
67.51	37.25
75.00	37.22
70.73	37.21
63.80	37.15
73.75	37.07
21.73	37.06
11.63	36.98
80.16	36.97
24.91	36.95
54.66	36.82
62.77	36.81
63.42	36.79
72.28	36.71
66.34	36.71
74.15	36.69
64.05	36.68
61.57	36.68
21.94	36.65
22.62	36.59
19.22	36.48
15.77	36.48
16.19	36.42
67.06	36.42
66.65	36.32
68.34	36.32
25.86	36.31
64.51	36.27
25.49	36.25
69.82	36.24
75.24	36.23
75.14	36.19
17.35	36.18
65.81	36.15
66.03	36.08
14.19	36.08
60.71	36.05
25.39	36.03
