-0.245689	-0.169272	-0.513829	-0.277787	-0.801392	-0.216331	-0.347975	-0.605918	-0.438647	-0.256957	-0.256517	-0.694952	-0.285051	-0.646894	-0.763274	-0.652547	-0.685966	-0.741232	-0.555750	-0.819455	-0.115928	-0.441960	-0.606238	-0.180974	-0.643625	-0.432536	-0.279468	-0.635917	-0.588090	-0.842719	-0.217325	-0.339236	-0.287862	-0.306767	-0.356356	-0.468587	-0.449598	-0.726566	-0.481718	-0.211768	-0.519788	-0.228577	-0.860619	-0.375244	-0.255857	-0.659557	-0.469613	-0.112104	-0.464962	-0.412065	-0.008683	-0.590186	-0.728688	-0.445631	-0.451858	-0.694643	-0.612343	-0.334309	-0.405256	-0.629384	-0.467367	-0.093586	-0.286859	-0.337821
-0.732088	-0.289514	-0.332802	-0.226359	-0.308918	-0.573114	-0.159421	0.001448	-0.608483	-0.470667	-0.781541	-0.620088	-0.104928	-0.186381	-0.899211	-0.497377	-0.535746	-0.214500	-0.288188	-0.511513	-0.084105	-0.305288	-0.734871	-0.164572	-0.398191	-0.590616	-0.100419	-0.391961	-1.013582	-0.194997	-0.677119	-0.109474	-0.242216	-0.738304	-0.073103	-0.571343	-0.287758	-0.634645	0.161834	-0.425111	-0.694485	-0.180906	-0.820548	-0.363284	-0.800745	-0.672803	-0.483241	-0.201990	-0.300604	-0.472196	-0.722982	-0.369819	-0.762295	-0.500314	-0.767062	-0.534223	-0.503419	-0.241564	-0.393719	-0.981863	-0.269060	-0.673459	-0.155894	-0.791208
-0.331491	-0.447794	-0.387755	-0.325535	-0.309430	-0.289316	-0.522657	-0.463118	-0.214933	-0.646767	-0.282919	-0.349104	-0.572368	-0.234075	-0.664262	-0.799530	-0.608830	-0.503775	-0.509973	-0.670491	-0.295049	-0.436769	-0.295192	-0.639168	-0.235734	-0.171507	-0.689123	-0.602520	-0.430174	-0.481652	-0.125765	-0.735922	-0.406650	-0.329824	-0.466808	-0.641904	-0.186754	-0.457557	-0.675817	-0.160976	-0.402788	-0.172570	-0.415949	-0.673430	-0.565838	-0.532816	-0.640869	-0.240789	-0.238902	-0.817744	-0.209681	-0.392245	-0.315593	-0.451914	-0.288534	-0.689695	-0.603953	-0.187140	-0.236453	-0.706847	-0.442880	-0.267993	-0.630219	-0.483745
-0.450710	-0.298840	-0.619722	-0.713058	-0.468351	-0.057450	-0.330603	-0.703127	-0.452372	-0.219377	-0.171852	-0.446057	-0.048051	-0.254193	-0.684083	-0.223799	-0.756983	-0.740450	-0.491262	-0.414708	-0.823203	-0.119972	0.086499	-0.319236	-0.313440	-0.774599	-0.592912	-0.437749	-0.391896	-0.417090	-0.807404	0.020279	-0.492886	-0.139907	-0.723382	-0.559643	-0.495229	-0.238735	-0.450868	-0.880694	-0.701629	-0.265249	-0.836077	0.117258	-0.597027	0.124418	-0.502338	-0.568608	-0.371506	-0.663557	-0.296733	-0.590341	-0.841022	-0.690273	-0.576320	-0.654025	-0.088886	-0.411361	-0.741021	-0.099293	-0.550896	-0.466122	-0.730646	-0.219449
-0.124491	-0.676637	-0.491208	-0.381703	-0.192156	-0.113365	-0.471175	-0.362615	-0.695415	-0.427648	-0.383867	-0.677591	-0.261241	-0.723686	-0.514773	-0.389725	-0.436505	-0.446474	-0.329800	-0.378814	-0.447085	-0.515008	-0.318986	-0.427176	-0.292757	-0.642166	-0.498491	-0.715044	-0.460098	-0.832812	-0.386459	-0.087491	-0.029368	-0.551383	-0.340452	-0.522225	-0.679643	-0.496622	-0.409955	-0.468687	-0.477247	-0.470318	-0.456198	-0.481007	-0.536553	-0.718811	-0.765358	-0.136993	-0.735534	-0.364606	-0.373312	-0.102095	-0.639544	-0.363529	0.061278	-0.693835	-0.519382	-0.014992	-0.345109	-0.575630	-0.148679	-0.707642	-0.882346	-0.136447
-0.598385	-0.308445	-0.298084	-0.346590	-0.260056	-0.583668	-0.683967	-0.530093	-0.629510	-0.412409	-0.258159	-0.773248	0.001637	-0.075102	-0.884131	-0.483425	-0.523064	-0.243823	-0.227148	-0.528536	-0.620947	-0.203030	-0.470314	-0.152798	-0.217625	-0.390699	-0.893327	-0.142576	-0.426597	-0.434926	-0.019997	-0.620863	-0.270940	-0.740531	-0.774893	-0.252811	-0.228403	-0.647250	-0.720346	-0.431256	-0.702029	-0.128367	-0.641981	-0.342954	-0.136954	-0.664716	-0.385878	-0.351017	-0.301001	-0.719903	-0.718794	-0.363140	-0.709120	-0.472981	-0.286032	-0.679148	-0.707688	-0.490746	-0.015164	-0.631618	-0.313581	-0.649279	-0.154793	-0.731869
-0.509052	-0.319249	-0.325994	-0.293491	-0.644670	-0.078615	-0.821229	-0.380916	-0.339101	-0.512807	-0.371550	-0.718451	-0.357064	-0.563793	-0.380689	-0.254705	-0.581932	-0.343268	-0.324674	-0.399550	-0.512377	-0.372678	-0.628616	-0.533863	-0.379167	-0.647604	-0.544720	-0.385433	-0.403267	-0.436763	-0.247499	-0.594655	-0.351583	-0.645920	-0.156988	-0.289897	-0.415555	-0.439857	-0.367829	-0.365539	-0.379300	-0.094927	-0.494421	-0.465954	-0.699261	-0.726812	-0.316140	-0.513858	-0.846528	-0.325253	-0.761213	-0.422802	-0.439227	-0.463456	-0.491460	-0.250053	-0.084226	-0.895710	-0.010050	-0.787958	-0.181856	-0.399614	-0.516877	-0.329482
0.020863	-0.632849	-0.577595	-0.378015	-0.907766	0.125697	-0.582571	-1.500671	-0.373123	0.188372	-0.587932	-0.079442	-1.497145	-0.977550	-0.687337	0.553337	-1.062704	-1.001756	-0.294240	-0.631652	-0.336276	-0.734032	-0.606027	-0.574824	-0.206932	-0.595005	-1.740029	-0.391262	0.543754	-1.167846	0.473196	-1.296217	-1.471662	-0.372211	-0.189080	-0.256125	-0.771241	-0.496141	-1.028607	-0.113745	-0.314817	0.089587	-1.020253	-0.515415	-0.632550	-0.535606	-0.909156	-0.037069	-1.135548	0.411511	0.251874	-0.325689	-1.104333	-0.371541	0.188517	-1.218128	-0.736406	-0.860346	0.846536	-1.686077	-0.604060	-0.000916	-1.426397	0.586171
-0.155887	-0.445091	-0.500106	-0.271209	-0.291966	-0.060616	-0.530767	-0.778447	-0.717306	-0.437859	-0.459741	-0.681209	-0.221835	-0.766199	-0.353685	-0.223579	-0.471892	-0.442998	-0.237386	-0.349195	-0.410905	-0.511055	-0.666608	-0.497008	-0.282844	-0.618414	-0.520838	-0.662611	-0.490569	-0.796716	-0.739173	-0.022483	-0.364192	-0.554633	-0.302177	-0.527388	-0.630294	-0.544933	-0.491142	-0.506297	-0.515938	-0.454767	-0.442732	-0.453844	-0.497939	-0.119369	-0.222901	-0.164903	-0.704325	-0.317076	-0.329188	-0.493460	-0.628187	-0.776640	0.021280	-0.700414	-0.434413	-0.644550	-0.332402	-0.674362	-0.133257	0.017739	-0.851390	-0.091952
-2.121551	0.180946	-0.404872	-0.361104	-0.267043	-0.401648	-0.901787	-0.348538	-0.108733	-1.076973	-0.260103	-1.570526	0.105641	-1.412626	0.426931	-0.635901	-0.338140	0.229306	-0.670004	0.853163	-1.826836	-0.038964	-2.057574	-1.384951	-0.063881	-1.094197	-0.470135	-0.605968	0.306853	-0.110392	-1.458553	0.327909	-0.723412	0.085721	0.149748	-2.168392	-1.094256	-1.769092	0.481806	-1.181334	-0.198776	-1.686432	-1.814066	0.626442	-0.641642	-0.219878	-1.629546	0.187854	-1.978333	-0.293107	-0.113454	-1.353265	-1.587105	-0.575846	-0.261929	-0.880226	-0.872269	-0.967088	-0.864205	0.662984	-1.695806	-0.528818	-1.160970	0.010835
