Pred	Exac
95.42	966.03
93.48	964.64
91.79	964.64
91.53	964.08
94.43	968.38
98.34	968.54
93.20	965.30
98.86	969.98
96.32	968.31
90.83	966.25
92.27	965.48
90.80	961.47
89.40	962.73
90.63	963.20
98.05	971.66
98.49	971.93
97.70	971.72
98.56	969.58
97.62	971.74
98.35	970.32
98.70	970.17
98.70	970.76
99.17	970.60
93.50	963.21
90.46	958.91
101.98	973.72
98.22	969.57
99.37	971.78
99.56	971.81
99.33	971.29
96.48	965.66
100.91	972.50
104.26	974.68
102.19	972.97
102.41	972.84
111.05	978.05
109.63	977.46
109.38	976.70
106.77	976.76
104.11	972.99
103.00	974.61
100.22	972.37
97.43	969.35
96.85	974.56
98.80	971.11
104.92	976.76
104.92	977.68
107.35	980.77
104.22	977.69
106.86	979.89
100.09	973.14
102.47	974.88
97.14	969.57
97.51	969.34
95.65	965.23
99.86	972.04
99.54	974.87
100.40	975.93
104.55	978.39
99.48	973.60
96.97	970.69
101.57	975.45
101.57	974.53
98.07	971.49
101.12	972.98
99.88	976.29
99.34	974.23
98.96	973.97
98.90	973.94
98.39	973.05
97.05	971.63
97.05	970.87
97.23	971.76
102.56	975.74
93.78	970.27
93.84	968.34
92.36	965.98
92.18	964.09
87.76	964.66
90.63	964.29
88.54	962.87
90.19	964.50
89.36	963.20
89.01	962.53
89.44	962.19
90.93	963.51
89.43	964.86
89.43	964.77
95.37	968.31
95.01	970.48
97.93	971.53
101.77	972.75
102.64	973.93
101.28	971.37
101.97	971.44
102.04	973.69
106.26	976.27
101.65	973.65
100.14	971.88
97.86	968.92
98.17	968.70
95.80	967.27
95.80	963.36
96.21	968.81
94.78	969.15
97.93	970.94
98.12	970.97
96.11	971.97
95.84	970.22
95.20	966.06
95.20	966.11
99.57	974.73
100.49	974.10
103.11	973.69
103.18	977.60
103.18	975.72
102.55	976.75
98.94	970.69
102.96	976.66
98.96	973.24
99.91	974.31
99.91	974.44
97.30	968.21
93.46	964.86
92.26	965.11
96.54	966.73
95.22	967.75
93.41	967.64
92.42	968.49
95.28	968.62
95.28	968.68
92.12	968.68
90.74	967.16
90.98	964.61
94.37	966.33
89.25	962.73
91.52	965.48
91.52	963.89
89.96	963.90
87.97	962.26
88.20	963.97
88.71	962.95
89.92	962.09
91.88	962.16
93.74	965.08
93.62	965.25
93.14	963.75
86.14	959.88
85.11	959.58
90.11	965.03
90.85	965.18
88.50	964.08
90.81	966.87
89.26	965.62
86.64	964.79
83.23	964.33
81.04	959.66
81.04	958.23
82.94	960.73
80.91	960.87
83.32	960.29
85.94	963.08
84.62	964.17
88.16	965.42
88.92	968.56
91.00	970.87
90.35	970.37
89.96	967.82
90.18	968.32
89.23	965.41
88.95	965.52
91.01	965.04
84.22	965.28
87.55	966.59
87.55	968.18
85.83	969.42
87.12	970.35
91.87	976.71
92.17	977.33
89.58	971.02
87.98	968.46
84.50	965.97
85.30	967.79
93.25	978.03
92.18	977.91
95.44	982.16
95.41	979.24
96.61	980.42
96.69	978.84
87.99	970.22
86.64	967.15
84.76	965.97
88.71	969.94
90.53	970.05
91.07	972.21
94.21	970.24
94.12	972.91
94.56	971.57
94.71	975.14
92.84	970.60
91.26	972.78
91.26	972.87
93.21	969.62
91.33	967.95
92.15	967.47
93.65	968.08
95.71	971.13
94.18	972.25
91.05	969.47
94.99	975.16
96.15	975.14
92.84	972.96
93.04	971.48
91.15	972.34
86.83	966.32
90.36	964.87
91.52	968.91
89.29	969.58
91.56	972.47
98.11	980.16
94.79	980.22
95.80	978.77
92.09	976.85
89.46	973.52
89.48	973.52
89.48	974.26
89.48	972.61
94.52	975.55
95.04	978.57
93.01	974.00
94.33	976.23
90.54	980.78
90.05	972.90
90.48	972.05
91.14	971.08
93.69	975.20
93.69	974.38
92.22	975.13
93.71	974.10
94.83	974.14
87.57	967.38
87.57	966.42
86.42	963.45
83.05	961.81
89.02	968.50
88.24	969.63
85.80	967.90
90.16	969.51
90.99	968.70
92.40	970.41
90.40	968.41
91.55	970.78
92.89	975.91
93.91	976.05
93.81	978.67
92.63	977.98
94.08	979.20
94.48	978.98
94.48	978.78
94.83	979.44
95.13	978.92
92.26	975.63
95.97	977.88
96.02	979.85
90.55	969.78
91.87	972.89
93.30	977.08
96.31	978.95
96.37	979.99
98.06	978.40
98.52	984.19
100.49	988.03
99.82	987.37
100.49	986.71
99.89	984.83
95.89	979.55
94.87	981.89
96.18	980.26
96.18	980.74
98.11	983.32
96.05	980.59
94.52	977.33
96.38	977.78
97.17	980.87
98.04	980.82
93.35	978.88
93.35	978.13
92.93	979.51
95.22	981.18
96.91	984.22
97.60	985.94
95.61	982.68
94.00	982.66
91.76	977.29
93.36	978.53
92.97	978.87
92.73	977.63
92.27	977.94
94.37	978.72
91.49	978.20
91.81	976.46
88.91	971.04
90.78	974.41
90.52	976.54
89.75	971.34
90.85	969.44
85.42	968.92
85.65	969.42
