Pred	Exac
24.87	44.74
25.99	44.74
134.31	44.74
135.31	44.74
136.00	44.74
133.92	44.74
19.31	42.53
130.90	42.53
28.65	42.53
124.94	41.78
31.42	41.78
131.40	41.70
23.40	41.70
23.81	41.65
25.74	41.65
137.51	41.65
139.20	41.28
131.10	41.23
27.79	41.23
26.59	41.23
131.05	41.22
136.36	41.21
144.77	41.14
38.27	41.14
25.46	41.04
138.45	41.00
131.18	40.32
117.42	40.22
25.97	40.22
34.74	39.62
32.34	39.61
132.91	39.61
29.50	39.57
124.38	39.57
29.64	39.57
26.54	39.57
140.18	39.57
130.28	39.57
138.87	39.51
127.72	39.49
25.34	39.49
25.45	39.49
20.41	39.48
133.95	39.44
32.60	39.44
26.31	39.44
34.18	39.44
39.33	39.37
37.98	39.32
122.87	39.30
34.19	39.29
16.25	39.25
25.34	39.02
25.84	39.02
135.05	39.01
30.35	38.93
136.75	38.83
127.18	38.79
23.71	38.79
34.74	38.79
130.94	38.79
29.85	38.66
133.01	38.61
26.79	38.61
136.41	38.56
144.35	38.38
143.96	38.37
11.25	38.36
129.06	38.27
20.91	38.27
27.39	38.26
29.04	38.25
21.55	38.25
127.62	38.25
142.82	38.24
31.85	38.19
32.58	38.16
36.13	38.16
30.69	38.13
127.48	38.12
24.65	38.11
19.53	38.10
28.46	38.04
129.80	38.04
22.21	37.96
24.70	37.96
21.83	37.95
135.44	37.94
39.23	37.90
140.76	37.82
129.39	37.81
23.83	37.78
134.95	37.76
44.94	37.71
37.93	37.65
59.31	37.64
27.05	37.64
21.37	37.61
111.63	37.58
119.66	37.55
118.26	37.51
121.81	37.51
30.43	37.48
33.31	37.47
22.09	37.46
36.02	37.39
31.57	37.36
28.39	37.36
20.61	37.29
21.73	37.29
132.01	37.28
28.26	37.27
24.28	37.27
143.84	37.26
37.02	37.26
129.99	37.25
146.39	37.22
137.51	37.21
116.58	37.15
141.63	37.07
37.02	37.06
13.04	36.98
151.46	36.97
43.03	36.95
102.70	36.82
124.05	36.81
126.59	36.79
140.87	36.71
122.84	36.71
153.03	36.69
118.47	36.68
