-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136	-0.136136
-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205	-1.901205
-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544	-0.937544
0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076	0.263076
-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631	-3.149631
-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613	-3.470613
-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694	-2.041694
-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390	-1.371390
-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769	-1.042769
0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095	0.429095
