Pred	Exac
83.23	 0.00
70.16	 1.20
82.66	 2.00
123.35	 3.60
68.84	 6.00
107.13	 6.40
99.30	 8.40
62.86	 8.40
80.76	 9.20
92.31	10.00
62.33	10.80
87.44	11.20
76.85	12.00
104.16	12.40
71.80	13.20
29.42	13.20
50.48	14.40
66.57	14.80
78.42	15.20
74.46	15.60
73.79	15.60
74.40	15.60
73.14	16.00
59.80	16.00
55.99	16.40
82.31	16.40
96.56	16.80
66.74	17.20
71.27	17.20
74.17	17.20
27.69	17.20
77.79	17.60
115.66	17.60
58.81	17.60
66.26	17.60
83.03	17.60
55.99	18.00
89.55	18.40
79.61	18.40
104.72	18.80
128.44	18.80
67.85	18.80
95.85	18.80
71.03	18.80
80.48	18.80
35.05	18.80
68.70	19.20
57.86	19.20
101.42	19.60
63.55	19.60
48.23	19.60
57.66	20.00
81.95	20.40
42.62	20.40
63.07	20.40
71.63	20.40
85.47	20.40
75.14	20.40
60.42	20.40
34.83	20.40
48.53	20.80
102.12	20.80
67.18	21.20
135.51	21.20
65.34	21.60
72.14	21.60
100.07	21.60
68.25	21.60
92.45	22.00
83.10	22.00
50.98	22.00
64.25	22.00
57.02	22.00
44.64	22.00
84.92	22.00
54.42	22.00
94.90	22.40
68.12	22.40
55.24	22.40
68.62	22.40
64.92	22.40
79.49	22.40
128.13	22.40
68.84	22.40
70.01	22.40
64.72	22.80
47.02	22.80
56.33	22.80
73.01	23.20
48.28	23.20
47.73	23.20
110.93	23.20
53.76	23.20
73.96	23.60
60.65	23.60
77.52	23.60
44.49	23.60
39.16	23.60
79.07	23.60
39.16	23.60
99.92	23.60
52.01	23.60
80.04	24.00
66.13	24.00
52.15	24.00
61.39	24.00
35.71	24.00
64.84	24.00
54.04	24.00
70.53	24.00
56.45	24.00
52.72	24.40
74.91	24.40
50.00	24.40
37.75	24.40
63.04	24.40
64.20	24.40
84.00	24.40
71.23	24.40
65.41	24.40
73.23	24.40
82.78	24.40
38.71	24.40
45.50	24.40
71.85	24.40
57.18	24.80
79.59	24.80
46.69	24.80
55.69	24.80
96.08	24.80
75.35	24.80
44.91	24.80
65.97	25.20
70.21	25.20
113.31	25.20
56.98	25.20
48.69	25.20
52.94	25.20
35.54	25.20
67.01	25.60
68.88	25.60
114.80	25.60
62.37	25.60
99.04	25.60
35.64	25.60
67.21	26.00
59.76	26.00
76.11	26.00
58.17	26.00
58.14	26.00
40.89	26.00
43.43	26.40
57.53	26.40
49.20	26.40
57.75	26.40
77.34	26.40
62.21	26.40
40.28	26.40
68.19	26.40
68.87	26.40
75.14	26.80
