0.2	-20000	1	0
0.4	-20000	1	2.22214e-06
0.6	-19999.9	0.999996	0.000324839
0.8	-19996.3	0.999908	0.00465692
1	-19971.8	0.999282	0.0232488
1.2	-19885.8	0.997022	0.0681748
1.4	-19681.2	0.991396	0.146623
1.6	-19283.2	0.979641	0.261638
1.8	-18592.6	0.956842	0.43491
2	-17458.7	0.911449	0.707251
2.2	-15474.9	0.785715	1.42543
2.4	-12083.4	0.102684	1.03641
2.6	-10294.5	0.0486174	0.751048
2.8	-9090.18	0.0343538	0.430886
3	-8221.97	0.0252664	0.862808
3.2	-7280.77	0.0219106	0.515833
3.4	-6786.24	0.0189471	0.295075
3.6	-6249.78	0.0178161	0.629098
3.8	-5795	0.0164484	0.403196
4	-5471.67	0.0167739	0.860452
4.2	-5195.69	0.0147438	0.352137
4.4	-4836.84	0.0162921	0.387953
4.6	-4778.14	0.0164238	0.414135
4.8	-4345.58	0.013781	0.416744
5	-4122.06	0.0174478	0.344261
