0.2	-15.9982	0.999889	0.177758
0.4	-15.9964	0.999889	0.0888691
0.6	-15.9964	0.999861	0.0394974
0.8	-15.9991	0.999972	0.00555525
1	-15.9733	0.998972	0.106489
1.2	-15.8818	0.995389	0.329672
1.4	-15.7027	0.988889	0.599608
1.6	-15.4231	0.978278	0.900139
1.8	-15.0071	0.962528	1.18758
2	-14.5196	0.943972	1.40813
2.2	-13.8942	0.920056	1.5851
2.4	-13.2893	0.897139	1.66859
2.6	-12.6609	0.872833	1.6751
2.8	-12.2707	0.858528	1.57045
3	-11.4182	0.826194	1.59159
3.2	-10.6853	0.797	1.54166
3.4	-10.0809	0.775	1.45699
3.6	-9.51822	0.752556	1.35554
3.8	-8.99156	0.731028	1.2574
4	-8.47111	0.711417	1.1622
4.2	-8.07378	0.696111	1.07838
4.4	-7.56	0.674583	0.994745
4.6	-7.30978	0.666361	0.918253
4.8	-7.05956	0.657167	0.842718
5	-6.71867	0.646194	0.778355
5.2	-6.31378	0.629583	0.721838
5.4	-6.036	0.616389	0.668622
5.6	-5.86489	0.608778	0.623522
5.8	-5.59378	0.601694	0.573698
6	-5.25111	0.587833	0.533229
6.2	-5.092	0.578722	0.496442
6.4	-4.96933	0.575417	0.46601
6.6	-4.71778	0.564444	0.436427
6.8	-4.61111	0.564083	0.404978
7	-4.39511	0.55	0.383603
7.2	-4.16133	0.542611	0.356767
7.4	-4.17111	0.542139	0.339449
7.6	-4.02311	0.538889	0.315849
7.8	-3.84622	0.530639	0.297368
8	-3.74267	0.527417	0.280825
8.2	-3.66667	0.524917	0.264905
8.4	-3.51467	0.517667	0.251471
8.6	-3.50133	0.518417	0.238929
8.8	-3.40533	0.513333	0.231021
9	-3.31689	0.511417	0.216458
9.2	-3.11156	0.500306	0.203802
9.4	-3.08533	0.500944	0.194404
9.6	-3.07378	0.500528	0.187873
9.8	-2.87422	0.491333	0.176034
10	-2.88756	0.4935	0.169671
10.2	-2.82356	0.490944	0.162115
10.4	-2.80933	0.487222	0.155796
10.6	-2.76889	0.486944	0.150103
10.8	-2.77644	0.486778	0.145336
11	-2.63644	0.482306	0.138557
11.2	-2.55867	0.480194	0.132594
11.4	-2.46267	0.474083	0.127022
11.6	-2.40133	0.471639	0.120618
11.8	-2.36711	0.472111	0.116659
12	-2.308	0.469611	0.1134
12.2	-2.39111	0.473444	0.108728
12.4	-2.28933	0.467861	0.103567
12.6	-2.15244	0.461333	0.101442
12.8	-2.16844	0.462028	0.0978327
13	-2.08133	0.458667	0.0932368
13.2	-2.08311	0.458694	0.0919322
13.4	-2.14444	0.464528	0.0876
13.6	-2.00933	0.456639	0.0836288
13.8	-1.92178	0.454194	0.0826777
14	-1.73956	0.444806	0.0782808
14.2	-1.95378	0.455389	0.0775084
14.4	-1.90844	0.450639	0.0759673
14.6	-1.89244	0.450889	0.0734711
14.8	-1.91956	0.452944	0.0715229
15	-1.86178	0.450861	0.0678247
15.2	-1.79911	0.4455	0.0669115
15.4	-1.78844	0.447472	0.0650678
15.6	-1.73733	0.444944	0.0629852
15.8	-1.74311	0.446833	0.0613343
16	-1.73378	0.446583	0.0599777
16.2	-1.544	0.440139	0.0564193
16.4	-1.71111	0.443583	0.0579831
16.6	-1.69956	0.444389	0.0552237
16.8	-1.63467	0.443444	0.0528296
17	-1.59467	0.439944	0.0515395
17.2	-1.60711	0.439667	0.0515281
17.4	-1.62578	0.442028	0.0482395
17.6	-1.48311	0.434444	0.0480841
17.8	-1.60222	0.440417	0.0478194
18	-1.49689	0.435028	0.0456565
18.2	-1.45067	0.430194	0.0445736
18.4	-1.49333	0.437611	0.0440212
18.6	-1.44978	0.430306	0.0430232
18.8	-1.49511	0.438917	0.0416712
19	-1.44756	0.435639	0.0404498
19.2	-1.31644	0.426944	0.0395269
19.4	-1.42933	0.432611	0.039044
19.6	-1.39111	0.432722	0.0379511
19.8	-1.31156	0.427389	0.0370919
20	-1.50133	0.437389	0.0366312
