 0.01	            nan	            nan
 0.02	            nan	            nan
 0.03	            nan	            nan
 0.04	            nan	            nan
 0.05	            nan	            nan
 0.06	            nan	            nan
 0.07	            nan	            nan
 0.08	  -5.000000e+01	   5.684342e-12
 0.09	  -5.000000e+01	   4.491332e-12
 0.10	  -5.000000e+01	   0.000000e+00
 0.11	  -5.000000e+01	   0.000000e+00
 0.12	  -5.000000e+01	   0.000000e+00
 0.13	  -5.000000e+01	   0.000000e+00
 0.14	  -5.000000e+01	   0.000000e+00
 0.15	  -5.000000e+01	   0.000000e+00
 0.16	  -5.000000e+01	   0.000000e+00
 0.17	  -5.000000e+01	   0.000000e+00
 0.18	  -5.000000e+01	   0.000000e+00
 0.19	  -5.000000e+01	   0.000000e+00
 0.20	  -5.000000e+01	  -9.094947e-13
 0.21	  -5.000000e+01	   4.124693e-13
 0.22	  -5.000000e+01	   3.758243e-13
 0.23	  -5.000000e+01	   0.000000e+00
 0.24	  -5.000000e+01	   3.789561e-12
 0.25	  -5.000000e+01	   1.251465e-11
 0.26	  -5.000000e+01	   4.090035e-11
 0.27	  -5.000000e+01	   1.187708e-10
 0.28	  -5.000000e+01	   3.187872e-10
 0.29	  -5.000000e+01	   7.957268e-10
 0.30	  -5.000000e+01	   1.864868e-09
 0.31	  -5.000000e+01	   4.129163e-09
 0.32	  -5.000000e+01	   8.680168e-09
 0.33	  -5.000000e+01	   1.741102e-08
 0.34	  -5.000000e+01	   3.346122e-08
 0.35	  -5.000000e+01	   6.184935e-08
 0.36	  -5.000000e+01	   1.103099e-07
 0.37	  -5.000000e+01	   1.903989e-07
 0.38	  -5.000000e+01	   3.188774e-07
 0.39	  -5.000000e+01	   5.194154e-07
 0.40	  -5.000000e+01	   8.246300e-07
 0.41	  -5.000000e+01	   1.278459e-06
 0.42	  -5.000000e+01	   1.938869e-06
 0.43	  -5.000000e+01	   2.880872e-06
 0.44	  -5.000000e+01	   4.199829e-06
 0.45	  -5.000000e+01	   6.014974e-06
 0.46	  -4.999999e+01	   8.473130e-06
 0.47	  -4.999999e+01	   1.175253e-05
 0.48	  -4.999999e+01	   1.606668e-05
 0.49	  -4.999998e+01	   2.166820e-05
 0.50	  -4.999998e+01	   2.885255e-05
 0.51	  -4.999997e+01	   3.796161e-05
 0.52	  -4.999996e+01	   4.938695e-05
 0.53	  -4.999994e+01	   6.357288e-05
 0.54	  -4.999993e+01	   8.101905e-05
 0.55	  -4.999990e+01	   1.022827e-04
 0.56	  -4.999987e+01	   1.279806e-04
 0.57	  -4.999984e+01	   1.587899e-04
 0.58	  -4.999979e+01	   1.954498e-04
 0.59	  -4.999974e+01	   2.387608e-04
 0.60	  -4.999967e+01	   2.895857e-04
 0.61	  -4.999960e+01	   3.488480e-04
 0.62	  -4.999950e+01	   4.175315e-04
 0.63	  -4.999939e+01	   4.966784e-04
 0.64	  -4.999925e+01	   5.873873e-04
 0.65	  -4.999909e+01	   6.908114e-04
 0.66	  -4.999890e+01	   8.081552e-04
 0.67	  -4.999869e+01	   9.406719e-04
 0.68	  -4.999843e+01	   1.089661e-03
 0.69	  -4.999814e+01	   1.256462e-03
 0.70	  -4.999780e+01	   1.442455e-03
 0.71	  -4.999742e+01	   1.649055e-03
 0.72	  -4.999698e+01	   1.877707e-03
 0.73	  -4.999648e+01	   2.129883e-03
 0.74	  -4.999591e+01	   2.407080e-03
 0.75	  -4.999527e+01	   2.710812e-03
 0.76	  -4.999455e+01	   3.042613e-03
 0.77	  -4.999375e+01	   3.404024e-03
 0.78	  -4.999285e+01	   3.796599e-03
 0.79	  -4.999184e+01	   4.221895e-03
 0.80	  -4.999073e+01	   4.681472e-03
 0.81	  -4.998950e+01	   5.176886e-03
 0.82	  -4.998814e+01	   5.709692e-03
 0.83	  -4.998664e+01	   6.281436e-03
 0.84	  -4.998500e+01	   6.893654e-03
 0.85	  -4.998319e+01	   7.547872e-03
 0.86	  -4.998122e+01	   8.245600e-03
 0.87	  -4.997907e+01	   8.988331e-03
 0.88	  -4.997672e+01	   9.777541e-03
 0.89	  -4.997417e+01	   1.061469e-02
 0.90	  -4.997141e+01	   1.150120e-02
 0.91	  -4.996842e+01	   1.243850e-02
 0.92	  -4.996519e+01	   1.342797e-02
 0.93	  -4.996170e+01	   1.447098e-02
 0.94	  -4.995795e+01	   1.556886e-02
 0.95	  -4.995391e+01	   1.672293e-02
 0.96	  -4.994958e+01	   1.793449e-02
 0.97	  -4.994494e+01	   1.920478e-02
 0.98	  -4.993997e+01	   2.053506e-02
 0.99	  -4.993467e+01	   2.192653e-02
 1.00	  -4.992900e+01	   2.338038e-02
 1.01	  -4.992297e+01	   2.489777e-02
 1.02	  -4.991655e+01	   2.647984e-02
 1.03	  -4.990973e+01	   2.812771e-02
 1.04	  -4.990248e+01	   2.984246e-02
 1.05	  -4.989480e+01	   3.162516e-02
 1.06	  -4.988666e+01	   3.347686e-02
 1.07	  -4.987805e+01	   3.539860e-02
 1.08	  -4.986896e+01	   3.739137e-02
 1.09	  -4.985935e+01	   3.945618e-02
 1.10	  -4.984922e+01	   4.159400e-02
 1.11	  -4.983855e+01	   4.380580e-02
 1.12	  -4.982731e+01	   4.609252e-02
 1.13	  -4.981550e+01	   4.845510e-02
 1.14	  -4.980308e+01	   5.089447e-02
 1.15	  -4.979004e+01	   5.341155e-02
 1.16	  -4.977637e+01	   5.600726e-02
 1.17	  -4.976203e+01	   5.868251e-02
 1.18	  -4.974702e+01	   6.143819e-02
 1.19	  -4.973131e+01	   6.427523e-02
 1.20	  -4.971487e+01	   6.719452e-02
 1.21	  -4.969770e+01	   7.019698e-02
 1.22	  -4.967977e+01	   7.328352e-02
 1.23	  -4.966105e+01	   7.645507e-02
 1.24	  -4.964153e+01	   7.971255e-02
 1.25	  -4.962119e+01	   8.305691e-02
 1.26	  -4.960000e+01	   8.648910e-02
 1.27	  -4.957794e+01	   9.001010e-02
 1.28	  -4.955499e+01	   9.362088e-02
 1.29	  -4.953112e+01	   9.732245e-02
 1.30	  -4.950632e+01	   1.011158e-01
 1.31	  -4.948055e+01	   1.050021e-01
 1.32	  -4.945381e+01	   1.089823e-01
 1.33	  -4.942606e+01	   1.130575e-01
 1.34	  -4.939727e+01	   1.172288e-01
