0.2	-50	1	0
0.4	-50	1	0
0.6	-50	1	0
0.8	-49.9864	0.999862	0.00693296
1	-49.9384	0.999373	0.020364
1.2	-49.7047	0.99688	0.0702438
1.4	-49.1956	0.991298	0.146394
1.6	-48.2724	0.980298	0.249312
1.8	-46.4787	0.956431	0.436458
2	-43.6549	0.913129	0.677085
2.2	-40.0298	0.854431	0.834108
2.4	-35.646	0.769764	0.930451
2.6	-31.016	0.677978	0.8698
2.8	-26.676	0.590249	0.741251
3	-23.3162	0.518169	0.597626
3.2	-20.6776	0.462538	0.466179
3.4	-18.392	0.416031	0.368342
3.6	-17.0227	0.386453	0.296086
3.8	-15.3729	0.355462	0.239708
4	-14.4467	0.338107	0.207515
4.2	-13.5624	0.323556	0.178245
4.4	-12.8111	0.307596	0.150479
4.6	-11.9471	0.293533	0.136353
4.8	-11.5053	0.283387	0.116233
5	-11.0493	0.276342	0.107155
5.2	-10.3613	0.267578	0.0924722
5.4	-10.0824	0.263964	0.0853496
5.6	-9.37244	0.256636	0.0810079
5.8	-9.17844	0.251431	0.070075
6	-8.48044	0.241818	0.0675934
6.2	-8.31978	0.239884	0.0610318
6.4	-8.48956	0.239342	0.056858
6.6	-7.71044	0.231649	0.0511504
6.8	-7.85978	0.234569	0.0477769
7	-7.60333	0.227436	0.0455612
7.2	-7.41778	0.225973	0.042198
7.4	-6.99867	0.223387	0.0409967
7.6	-6.84022	0.223156	0.0378866
7.8	-6.48711	0.218516	0.0372241
8	-6.43756	0.217938	0.0351409
8.2	-6.42978	0.213031	0.0312788
8.4	-5.94667	0.2078	0.0296895
8.6	-5.96222	0.21456	0.0288869
8.8	-5.91778	0.206707	0.0275043
9	-6.03222	0.213631	0.0264673
9.2	-5.33111	0.204422	0.0253168
9.4	-5.47267	0.206453	0.0241663
9.6	-5.40733	0.202218	0.023432
9.8	-5.31933	0.205022	0.0211363
10	-5.13156	0.202596	0.021176
10.2	-5.11511	0.201964	0.0198116
10.4	-4.81467	0.196698	0.0190905
10.6	-4.54067	0.196551	0.0176756
10.8	-4.73133	0.196396	0.0172383
11	-4.36889	0.192884	0.0176917
11.2	-4.66378	0.193493	0.015707
11.4	-4.38333	0.193	0.0153644
11.6	-4.46822	0.194156	0.0157271
11.8	-4.3	0.193089	0.0152168
12	-4.22844	0.191693	0.0143203
12.2	-4.21267	0.193551	0.0136425
12.4	-3.982	0.192427	0.0135867
12.6	-4.22178	0.195827	0.0127783
12.8	-3.56778	0.18608	0.0123494
13	-4.03067	0.195058	0.0123622
13.2	-3.69867	0.190453	0.0114996
13.4	-3.76089	0.188916	0.0114907
13.6	-3.61089	0.187293	0.0110418
13.8	-3.62467	0.186853	0.0110041
14	-3.71511	0.187276	0.0103794
14.2	-3.41978	0.188711	0.00995028
14.4	-3.67689	0.186733	0.00977787
14.6	-3.44889	0.18908	0.00937133
14.8	-3.41867	0.187524	0.00960796
15	-3.31089	0.187769	0.00923082
15.2	-3.48822	0.185209	0.0089248
15.4	-3.35267	0.185284	0.00876724
15.6	-3.35089	0.188227	0.00841961
15.8	-3.43311	0.184458	0.00805633
16	-3.36844	0.18432	0.00790434
16.2	-3.03489	0.183796	0.00809743
16.4	-2.88844	0.182791	0.00777104
16.6	-3.29244	0.184413	0.00765907
16.8	-2.89844	0.182716	0.0071916
17	-2.90022	0.178502	0.00728277
17.2	-2.79667	0.181284	0.00675524
17.4	-3.04333	0.178969	0.00674851
17.6	-2.84689	0.177756	0.00660493
17.8	-2.95044	0.180053	0.00636269
18	-2.97244	0.184387	0.00636622
18.2	-2.74644	0.181	0.00612574
18.4	-2.88978	0.183964	0.00628642
18.6	-2.59467	0.179169	0.00576212
18.8	-2.67644	0.183276	0.0058614
19	-2.61067	0.177089	0.00548388
19.2	-2.45311	0.179631	0.00552296
19.4	-2.64489	0.17928	0.0056332
19.6	-2.49267	0.179942	0.00519431
19.8	-2.45067	0.182538	0.00533329
20	-2.63111	0.185618	0.00521581
