0.2	0.266622
0.4	0.022221
0.6	0.0197509
0.8	0
1	0.0816733
1.2	0.250425
1.4	0.529275
1.6	0.865811
1.8	1.17206
2	1.30188
2.2	1.50992
2.4	1.63693
2.6	1.68472
2.8	1.68239
3	1.58629
3.2	1.55135
3.4	1.43368
3.6	1.3446
3.8	1.25213
4	1.15944
4.2	1.07354
4.4	0.985834
4.6	0.912843
4.8	0.840412
5	0.778806
5.2	0.724625
5.4	0.671618
5.6	0.616098
5.8	0.57452
6	0.530843
6.2	0.498591
6.4	0.462677
6.6	0.431747
6.8	0.402393
7	0.380011
7.2	0.355262
7.4	0.339431
7.6	0.315021
7.8	0.300181
8	0.283795
8.2	0.264021
8.4	0.250884
8.6	0.239366
8.8	0.225914
9	0.212986
9.2	0.204822
9.4	0.19709
9.6	0.186661
9.8	0.178261
10	0.170366
10.2	0.161955
10.4	0.155876
10.6	0.146306
10.8	0.1423
11	0.136096
11.2	0.131728
11.4	0.127839
11.6	0.120129
11.8	0.117436
12	0.113528
12.2	0.110122
12.4	0.104577
12.6	0.102288
12.8	0.097612
13	0.0936464
13.2	0.091651
13.4	0.0873
13.6	0.0863899
13.8	0.0820672
14	0.0806029
14.2	0.0782158
14.4	0.0752491
14.6	0.0725118
14.8	0.0700176
15	0.0680334
15.2	0.0655843
15.4	0.0639502
15.6	0.0618166
15.8	0.0624814
16	0.0585517
16.2	0.0575461
16.4	0.0553542
16.6	0.0548288
16.8	0.053584
17	0.0509148
17.2	0.0506368
17.4	0.0488524
17.6	0.0479498
17.8	0.0457208
18	0.0457686
18.2	0.0445994
18.4	0.0442019
18.6	0.0430702
18.8	0.0417601
19	0.0402737
19.2	0.0393254
19.4	0.0394969
19.6	0.037835
19.8	0.0367262
20	0.0370337
