0.2	-49.9982	0.999982	0.0142191
0.4	-49.9947	0.999947	0.0106596
0.6	-49.9929	0.999929	0.00631537
0.8	-49.9869	0.999867	0.00671148
1	-49.9236	0.999222	0.0248685
1.2	-49.7389	0.99732	0.0592666
1.4	-49.1796	0.991111	0.149238
1.6	-48.1267	0.978609	0.27186
1.8	-46.5189	0.957062	0.429258
2	-43.6258	0.913004	0.673942
2.2	-40.0938	0.854898	0.842682
2.4	-35.4282	0.76536	0.9401
2.6	-30.502	0.669573	0.875295
2.8	-26.7847	0.59128	0.747421
3	-23.2207	0.516116	0.591047
3.2	-20.7896	0.463284	0.460218
3.4	-18.9191	0.429044	0.382781
3.6	-16.9298	0.386164	0.299208
3.8	-15.5798	0.359924	0.246036
4	-14.662	0.343778	0.210173
4.2	-13.4529	0.317178	0.173737
4.4	-12.8851	0.309822	0.152912
4.6	-12.046	0.295849	0.13174
4.8	-11.4351	0.283876	0.118468
5	-10.9144	0.277787	0.104923
5.2	-10.4909	0.270253	0.095061
5.4	-9.96244	0.261804	0.0859447
5.6	-9.55022	0.255311	0.0764857
5.8	-9.07067	0.24776	0.0720776
6	-8.75889	0.244191	0.0637275
6.2	-8.42711	0.240413	0.060238
6.4	-8.20556	0.236133	0.0569292
6.6	-7.90978	0.233644	0.0525145
6.8	-7.63578	0.229431	0.0497276
7	-7.44222	0.228067	0.0453587
7.2	-7.29822	0.226676	0.0442112
7.4	-6.97022	0.222449	0.0409454
7.6	-6.76356	0.220067	0.0378776
7.8	-6.52111	0.215111	0.0351251
8	-6.49489	0.215693	0.0338086
8.2	-6.42111	0.215987	0.0327295
8.4	-6.21133	0.212911	0.0309039
8.6	-5.92822	0.212178	0.0291344
8.8	-5.812	0.209147	0.0280405
9	-5.75244	0.208747	0.0260342
9.2	-5.46978	0.206413	0.0250929
9.4	-5.41933	0.206187	0.0241661
9.6	-5.42022	0.205636	0.0230829
9.8	-5.21444	0.203578	0.0221488
10	-5.11533	0.200813	0.0211316
10.2	-4.96956	0.20112	0.0200102
10.4	-4.87356	0.201627	0.0192497
10.6	-4.80311	0.200191	0.0188215
10.8	-4.68733	0.197698	0.0178602
11	-4.51511	0.196809	0.0174074
11.2	-4.544	0.196822	0.0168387
11.4	-4.448	0.197356	0.0160318
11.6	-4.36578	0.194307	0.0153742
11.8	-4.39556	0.195284	0.0148866
12	-4.25267	0.193764	0.0145008
12.2	-4.16311	0.194227	0.0142858
12.4	-4.03778	0.1918	0.0134754
12.6	-4.01378	0.19384	0.0131149
12.8	-3.99556	0.191738	0.0125816
13	-3.97689	0.191969	0.0123551
13.2	-3.80489	0.19144	0.0120937
13.4	-3.66422	0.188849	0.0113841
13.6	-3.75267	0.191436	0.0112478
13.8	-3.69978	0.187702	0.0109319
14	-3.52844	0.186991	0.0105364
14.2	-3.65289	0.188182	0.0103338
14.4	-3.55956	0.18748	0.00984015
14.6	-3.55133	0.189151	0.00945661
14.8	-3.29533	0.185382	0.00928778
15	-3.24511	0.183507	0.00917316
15.2	-3.23467	0.184529	0.00893368
15.4	-3.31133	0.183889	0.00872914
15.6	-3.21489	0.184053	0.00839222
15.8	-3.22689	0.186813	0.00811887
16	-3.21911	0.184707	0.00805139
16.2	-3.17022	0.183724	0.00778329
16.4	-3.03711	0.183733	0.00758265
16.6	-3.01267	0.182796	0.00749063
16.8	-2.96244	0.182258	0.00721579
17	-2.91489	0.182716	0.00704632
17.2	-2.90467	0.181204	0.00672319
17.4	-2.91533	0.182867	0.0067363
17.6	-2.84	0.181356	0.00655236
17.8	-2.86711	0.182067	0.00640055
18	-2.834	0.181947	0.0062811
18.2	-2.81644	0.180982	0.00606906
18.4	-2.65733	0.180462	0.0059103
18.6	-2.64578	0.180302	0.00586476
18.8	-2.61644	0.178787	0.00570821
19	-2.58911	0.179533	0.00559026
19.2	-2.72156	0.180849	0.00553292
19.4	-2.55778	0.180147	0.0054654
19.6	-2.52489	0.179449	0.00533001
19.8	-2.48067	0.178587	0.0051466
20	-2.57089	0.182022	0.00512288
