Pred	Exac
30.46	44.74
30.43	44.74
39.46	44.74
39.21	44.74
40.03	44.74
38.34	44.74
28.72	42.53
37.26	42.53
28.93	42.53
35.87	41.78
28.10	41.78
36.51	41.70
27.73	41.70
27.18	41.65
27.53	41.65
37.65	41.65
36.50	41.28
38.20	41.23
27.05	41.23
26.70	41.23
36.69	41.22
36.90	41.21
39.45	41.14
26.34	41.14
27.28	41.04
38.75	41.00
34.98	40.32
35.00	40.22
26.52	40.22
24.12	39.62
25.83	39.61
37.14	39.61
26.28	39.57
33.37	39.57
25.44	39.57
25.80	39.57
36.18	39.57
36.56	39.57
37.08	39.51
34.73	39.49
27.26	39.49
25.63	39.49
26.83	39.48
35.52	39.44
25.91	39.44
26.66	39.44
26.53	39.44
25.91	39.37
26.93	39.32
33.17	39.30
26.67	39.29
23.54	39.25
24.93	39.02
25.78	39.02
35.88	39.01
27.51	38.93
35.20	38.83
34.96	38.79
25.61	38.79
25.86	38.79
33.26	38.79
25.70	38.66
30.52	38.61
24.99	38.61
35.06	38.56
38.92	38.38
37.48	38.37
23.83	38.36
32.99	38.27
23.98	38.27
25.13	38.26
25.93	38.25
24.69	38.25
34.06	38.25
36.64	38.24
26.80	38.19
26.61	38.16
25.97	38.16
26.34	38.13
35.07	38.12
25.79	38.11
24.88	38.10
23.65	38.04
33.69	38.04
24.51	37.96
24.27	37.96
23.42	37.95
32.70	37.94
24.70	37.90
35.32	37.82
32.50	37.81
26.42	37.78
34.31	37.76
24.10	37.71
23.17	37.65
24.46	37.64
23.80	37.64
26.30	37.61
33.78	37.58
32.45	37.55
29.59	37.51
33.63	37.51
23.90	37.48
26.40	37.47
22.51	37.46
26.40	37.39
23.20	37.36
22.34	37.36
22.82	37.29
22.51	37.29
33.48	37.28
25.83	37.27
25.85	37.27
35.54	37.26
25.10	37.26
34.24	37.25
35.21	37.22
33.85	37.21
30.51	37.15
36.09	37.07
25.10	37.06
24.93	36.98
35.09	36.97
21.94	36.95
31.62	36.82
32.27	36.81
33.00	36.79
33.17	36.71
32.22	36.71
34.29	36.69
30.77	36.68
29.41	36.68
23.35	36.65
20.98	36.59
23.50	36.48
21.54	36.48
26.04	36.42
33.31	36.42
34.01	36.32
33.90	36.32
22.97	36.31
30.87	36.27
23.63	36.25
33.13	36.24
34.76	36.23
34.92	36.19
24.50	36.18
34.44	36.15
31.58	36.08
22.53	36.08
32.69	36.05
22.59	36.03
29.36	36.03
28.29	36.03
24.81	35.95
26.70	35.94
23.22	35.92
27.20	35.92
27.14	35.90
24.17	35.90
34.70	35.90
22.65	35.89
23.64	35.87
21.67	35.86
24.18	35.84
24.84	35.82
25.02	35.82
33.18	35.79
24.43	35.78
26.22	35.76
20.47	35.75
25.03	35.73
23.72	35.70
25.90	35.69
21.81	35.69
22.17	35.68
22.53	35.67
31.88	35.67
21.77	35.63
34.79	35.63
23.40	35.60
23.29	35.59
28.70	35.57
34.43	35.51
20.57	35.45
34.62	35.39
22.46	35.39
24.00	35.37
23.54	35.34
24.30	35.33
24.50	35.31
23.27	35.29
25.23	35.27
25.74	35.23
23.54	35.22
32.68	35.17
30.62	35.15
24.16	35.14
22.36	35.14
30.94	35.12
23.66	35.12
33.57	35.12
26.61	35.11
27.35	35.11
22.55	35.10
23.10	35.10
21.79	35.08
22.34	35.08
28.01	35.07
28.65	35.06
24.90	35.06
36.55	35.04
24.25	35.04
23.78	35.03
24.22	34.98
20.81	34.97
26.40	34.97
24.94	34.95
33.58	34.94
34.44	34.90
32.60	34.90
23.03	34.88
20.51	34.87
25.90	34.83
