1.8 -0.358616015625 0.00164684200134 30.8780998257
1.9 -0.670716015625 0.00815429637407 31.5713589195
2.0 -0.583780078125 0.00355227470335 30.3348894265
2.1 -0.699538671875 0.00303162181412 29.0318150096
2.2 -0.760619921875 0.00724511287459 31.3046964363
2.3 -1.00249257813 0.00929699358212 31.3823559944
2.4 -1.33597460938 0.0138997150071 31.2464863707
2.4 -1.33597460938 0.0138997150071 31.2464863707
2.6 -0.976728125 0.00953564124234 31.2731374305
2.7 -0.772825 0.00105760419178 31.7910294622
2.8 -0.58739375 0.0089602646343 31.2433364346
2.9 -0.6617484375 0.00768487749951 30.9626591256
