1.8 -0.316736328125 0.00365211453511 31.5610535767
1.9 -0.635401953125 0.00483053773062 31.5295877687
2.0 -0.580887890625 0.00342471132361 31.5451294894
2.1 -0.544984375 0.000268205026857 31.6182841197
2.2 -0.6810234375 0.00155997618258 31.5402310477
2.3 -0.953060546875 0.00877641513341 31.3340592267
2.4 -0.754905859375 0.00572395079061 31.3697855878
2.4 -0.754905859375 0.00572395079061 31.3697855878
2.6 -0.785862109375 0.00426595006236 30.9609946731
2.7 -0.684371484375 0.0030369369197 31.6095755122
2.8 -0.642736328125 0.00511474069759 30.2187160955
2.9 -0.62839140625 0.00721564469557 30.605516989
