1.8 -0.35369140625 0.00218758154393 31.5293386298
1.9 -0.769963671875 0.00242271657139 30.9719689878
2.0 -0.73364375 0.00300887543763 31.4002654615
2.1 -0.574830859375 0.00527946744451 30.7393572629
2.2 -0.9407484375 0.0120447672824 31.565093368
2.3 -0.75390625 0.0 nan
2.4 -0.7472390625 0.0103610341882 31.3265485535
2.4 -0.7472390625 0.0103610341882 31.3265485535
2.6 -0.8623859375 0.00158659226694 31.2717736783
2.7 -0.927721484375 0.000562893707244 31.2465192828
2.8 -0.810234765625 0.0054820295703 31.4937148545
2.9 -0.81598203125 0.00401696161894 29.5800057032
