1.8 -1.54592109375 0.0191185908892 31.4882036201
1.9 -1.50335390625 0.0211515500691 31.5317610601
2.0 -1.38056835937 0.0134798118772 31.1674415994
2.1 -1.18120625 0.00733961756189 30.2510043892
2.2 -1.21030507812 0.00980273633099 30.6087568976
2.3 -1.12882265625 0.00905470236324 30.5249029184
2.4 -1.17804023438 0.0082510885958 30.3696062122
2.4 -1.17804023438 0.0082510885958 30.3696062122
2.6 -1.04951601563 0.00842207841088 29.9718885324
2.7 -1.03326601562 0.00835662561771 29.769307183
2.8 -0.932115625 0.00949042657983 29.9906313231
2.9 -0.917282421875 0.00893514415407 29.9914527638
