Pred	Exac
11.10	44.74
12.80	44.74
97.10	44.74
97.30	44.74
98.80	44.74
95.20	44.74
 8.30	42.53
93.10	42.53
15.80	42.53
90.90	41.78
16.90	41.78
96.40	41.70
 9.40	41.70
10.10	41.65
13.10	41.65
98.80	41.65
98.10	41.28
94.90	41.23
14.00	41.23
12.60	41.23
95.10	41.22
97.10	41.21
101.00	41.14
17.50	41.14
 9.00	41.04
99.90	41.00
96.00	40.32
87.80	40.22
 6.30	40.22
19.00	39.62
15.10	39.61
95.00	39.61
14.20	39.57
90.30	39.57
16.00	39.57
10.50	39.57
99.30	39.57
93.70	39.57
96.80	39.51
90.70	39.49
12.40	39.49
11.80	39.49
 6.50	39.48
97.60	39.44
16.40	39.44
12.30	39.44
15.00	39.44
13.80	39.37
22.50	39.32
86.20	39.30
22.90	39.29
 6.60	39.25
11.60	39.02
12.80	39.02
96.80	39.01
18.20	38.93
98.70	38.83
88.40	38.79
10.10	38.79
18.70	38.79
97.10	38.79
12.90	38.66
94.70	38.61
11.60	38.61
96.30	38.56
101.60	38.38
102.50	38.37
 3.10	38.36
91.00	38.27
10.60	38.27
10.70	38.26
11.70	38.25
 8.90	38.25
94.10	38.25
103.70	38.24
16.20	38.19
17.30	38.16
19.10	38.16
17.80	38.13
92.60	38.12
16.30	38.11
 9.30	38.10
12.60	38.04
89.70	38.04
10.00	37.96
14.50	37.96
 8.30	37.95
97.10	37.94
19.90	37.90
100.60	37.82
92.10	37.81
10.90	37.78
101.20	37.76
28.80	37.71
14.80	37.65
31.90	37.64
12.80	37.64
 7.30	37.61
89.00	37.58
85.40	37.55
80.10	37.51
87.80	37.51
16.10	37.48
13.60	37.47
10.10	37.46
15.50	37.39
16.00	37.36
13.50	37.36
11.30	37.29
10.80	37.29
95.50	37.28
10.60	37.27
 9.30	37.27
98.80	37.26
18.40	37.26
95.00	37.25
102.90	37.22
97.00	37.21
87.00	37.15
101.70	37.07
18.40	37.06
 3.70	36.98
105.70	36.97
17.20	36.95
77.60	36.82
87.00	36.81
86.60	36.79
98.40	36.71
88.70	36.71
101.10	36.69
83.40	36.68
82.30	36.68
15.90	36.65
19.60	36.59
18.60	36.48
12.70	36.48
10.30	36.42
92.40	36.42
94.50	36.32
94.70	36.32
28.10	36.31
90.90	36.27
24.10	36.25
97.30	36.24
102.20	36.23
101.40	36.19
16.00	36.18
91.10	36.15
89.60	36.08
16.00	36.08
84.20	36.05
22.00	36.03
84.00	36.03
85.20	36.03
47.70	35.95
43.40	35.94
 8.60	35.92
40.60	35.92
46.00	35.90
18.70	35.90
95.50	35.90
18.60	35.89
13.00	35.87
17.80	35.86
15.60	35.84
36.80	35.82
14.40	35.82
82.20	35.79
16.40	35.78
10.80	35.76
 9.60	35.75
23.50	35.73
17.80	35.70
27.00	35.69
 8.80	35.69
15.70	35.68
 9.10	35.67
88.30	35.67
13.30	35.63
91.30	35.63
14.20	35.60
15.90	35.59
81.30	35.57
98.50	35.51
23.30	35.45
94.70	35.39
13.50	35.39
24.10	35.37
10.60	35.34
10.20	35.33
25.90	35.31
15.90	35.29
15.30	35.27
19.30	35.23
 8.30	35.22
89.60	35.17
77.30	35.15
18.30	35.14
16.50	35.14
77.70	35.12
20.20	35.12
90.80	35.12
17.30	35.11
37.60	35.11
14.20	35.10
11.70	35.10
16.40	35.08
19.20	35.08
78.80	35.07
76.90	35.06
33.80	35.06
112.00	35.04
16.70	35.04
18.20	35.03
32.80	34.98
 7.40	34.97
15.50	34.97
25.50	34.95
97.20	34.94
101.30	34.90
101.10	34.90
19.80	34.88
21.10	34.87
46.20	34.83
89.00	34.81
84.70	34.80
91.50	34.80
85.90	34.80
93.70	34.75
15.60	34.75
22.50	34.74
15.10	34.74
15.40	34.71
16.20	34.71
19.40	34.69
92.70	34.67
20.10	34.67
103.60	34.66
22.40	34.65
 9.30	34.64
25.00	34.63
100.60	34.62
26.00	34.61
12.20	34.60
81.00	34.59
34.70	34.59
21.20	34.59
86.00	34.59
85.10	34.59
86.60	34.58
21.60	34.56
15.00	34.55
14.00	34.51
32.70	34.47
19.40	34.46
17.10	34.45
